title,bedrooms,price,location,post_time
*** Great location *** Large bedrooms *** Huge living room ***,,"$3,400",astoria,2/2
Renovated 1BR w/ Washer & Dryer + Dishwasher Right By Park & B/Q Train,,"$1,950",prospect park south / flatbush / ditmas park,2/2
Ridgewood 3.5 Bed!,,"$3,475",ridgewood,2/2
Downtown Brooklyn 3 Bed!,,"$8,800",downtown brooklyn,2/2
Bushwick 2 Bed!,,"$2,195",bushwick,2/2
Williamsburg 2 Bed!,,"$3,200",williamsburg,2/2
Bed-Stuy 1 Bed!,,"$2,300",bed-stuy,2/2
Crown Heights 4 Bed!,,"$3,700",crown heights,2/2
Gowanus 4 Bed!,,"$5,000",gowanus,2/2
"Prospect Heights - Studio, Fully furnished, In-unit washer/dryer",,"$3,120",brooklyn,2/2
2 bed / 2 bath Crown Heights (rent stabilized + no fee),,"$3,650",brooklyn,2/2
"@ Renovated 2bed/1bath Apt w/i ""Backyard"" @",,"$1,900","flushing, ny",2/2
Furnished bedroom in RVC w/ private entrance,,$950,rockville centre,2/2
Hell's Kitchen Rent Stabilized Large Charming Studio w/ Eat-in Kitchen,,"$2,500",midtown west,2/2
STUNNING STUDIO DUPLEX ***NO FEE***,,"$2,500",crown heights,2/2
█ ▶ no fee*ENDLESS APT*3BR3LR*$3937 net rent,,"$3,990",brooklyn,2/2
* 2 BED W/ IN UNIT LAUNDRY * NATURAL LIGHT * HEAT AND HOT WATER INCL,,"$2,382",brooklyn,2/2
NO FEE * NEWLY RENOVATED 3 BED * 2 BATHS * HUGE BEDROOMS *,,"$2,899",brooklyn,2/2
No fee!GORGEOUS reno1BR*d/w*w/d*AIR*PRIVATE ROOF•,,"$3,899",prospect heights,2/2
2 Bed w/ in-unit Washer + Dryer & Backyard!,,"$2,599","flatbush, near winthrop 2 and 5 train lines.",2/2
"Gorgeous 1 Bed in Renovated Building w/ Backyard, Rood & Laundry!",,"$2,399","bushwick, 500 feet from the kosciusko st j train.",2/2
Gorgeous 3 Bed with Private Balcony near Prospect Park available!,,"$2,850","flatbush, short walk from the beverly rd. 2 & 5 train lines.",2/2
tremendous 2 bedroom with extra room Eat In Kitchen heat included,,"$2,500",bay ridge,2/2
1 Bedroom Ground Level Apartment,,"$1,800","bedford park, bronx",2/2
"3 Bed 2 Bath Duplex w/ Laundry, Roof Deck, Game Room, & Gym!",,"$3,599","ridgewood, near m & l train lines.",2/2
Fully Furnished Apt. in Bed-Stuy March'23-April '24,,"$2,700",bed-stuy,2/2
We meet all your must haves! Great amenities! Fantastic Studio bath,,"$1,804",stamford,2/2
Large and quiet 2 bedroom apartment in prime location!,,"$2,350","staten island, grant city",2/2
Staten Island Castleton Corners 1BR-w/full backyard & parking spot-,,"$1,850",castleton corners staten island,2/2
PROSPECT HEIGHS - PRIME LOCATION - AMENITES - NO FEE,,"$3,435",prospect heights,2/2
PROSPECT HEIGHS - PRIME LOCATION - AMENITES - NO FEE,,"$5,850",prospect heights,2/2
BEST DEAL! APARTMENT IN UPPER EAST SIDE,,"$4,495",upper east side,2/2
~LOTS OF LIGHTING~W/D IN UNIT~,,"$3,570",financial district,2/2
~SPACIOUS~LOTS OF NATURAL LIGHT~W/D IN UNIT!!,,"$3,277",financial district,2/2
Modern 1BR pouring w/ Sun☀️just blocks from J/Z 👑,,"$2,650","bushwick, brooklyn",2/2
Fully Furnished Chelsea Garden Paradise with Natural Light!,,"$7,800",chelsea,2/2
2 BR + Office apt w/ Amazing Light☀️great closet space🌲,,"$3,250","stuyvesant heights, brooklyn",2/2
Modern 3 bedroom 2 bath apartment crown heights brooklyn  ny No broker Fee,,"$3,775",brooklyn,2/2
2 Bed 2 Bath Duplex🧱 w/ Private Roof🌲& Central Air💧,,"$2,800","flatbush, brooklyn",2/2
Large New 3 bedroom apartment.,,"$3,000",brooklyn,2/2
**GORGEOUS SUNNY 3 BED/ 1 BATH APARTMENT IN CROWN HEIGHTS**,,"$2,995",crown heights,2/2
**GORGEOUS SUNNY 3 BED/ 1 BATH APARTMENT IN CROWN HEIGHTS**NO FEE**,,"$2,850",crown heights,2/2
No Fee!! MUST SEE this spacious 2 beds flex with  Stunning Views,,"$3,980",financial district,2/2
STUNNING PHA APARTMENT TERRACE BALCONY,,"$3,695",murray hill,2/2
Happy renters live at Residences on ford! Beautiful community!,,"$1,709",stamford,2/2
🛑PROSPECT PARK🟢Luxury New 3BR/GYM/Laundry/Elevator B/Q/2/5Train,,"$3,099",prospect lefferts gardens,2/2
🌟Massive Crown Heights 3 bed 2 bath! $3150!,,"$3,150",crown heights,2/2
🌟Ridgewood 3 Bed 2.5 Bath! Gorgeous! $3500,,"$3,500",ridgewood,2/2
🌟 Bright Crown Heights 3 Bedroom Apartment! $2800,,"$2,795",crown heights,2/2
🌟Gorgeous Crown Heights 1 Bed! Chipotle down the street! $2300,,"$2,300",crown heights,2/2
🌟 Bushwick 3 bed 1.5 Bath and Backyard! $3200,,"$3,200",bushwick,2/2
No fee large three bedroom with W/D in unit in prime Bedstuy,,"$3,175",bedstuy,2/2
MUST SEE this spacious FLEX 2 with BREATH TAKING Views !NO FEE,,"$3,600",financial district,2/2
Two Bedroom Apartment for rent,,"$1,800",bridgeports beardsley park area,2/2
NEW AND BEAUTIFUL 2 BED 1 BATH READY!,,"$2,200",brownsville,2/2
Bright 1BD/1BA in FIDI. Luxury Building. 2 Month Free on 12 Month Leas,,"$3,667",financial district,2/2
Apartamento de un dormitorio,,"$1,650",brooklyn coney island,2/2
Modern 2BD/2BA + W/D in FIDI. Luxury Building. 1 Month Free + NO Fee!,,"$5,042",financial district,2/2
ID:1416076 Beautiful & Spacious 3 Bedroom Apartment for Rent,,"$2,700",whitestone,2/2
Beautiful Luxury 1 Bedroom! NO FEE! Luxury Full Service Building wPOOL,,"$3,995",downtown brooklyn / brooklyn heights / boerum hill,2/2
Spacious 3 bed 2 bath apt in Bedstuy,,"$2,900",stuvyesant heights,2/2
True 2BR in Mega-Luxury Building w/ Full-scale gym & more,,"$4,000","bushwick, brooklyn",2/2
JUNIOR ! BR_LOWER EAST SIDE_PETS OK_NEAR NYU,,"$2,650",lower east side,2/2
Stunning 2 bed with huge private terrace and laundry in unit. No fee!,,"$4,700",gowanus,2/2
MUST SEE!!! 2 level spiral staircase  *Renovated* W/D*,,"$6,495",east village,2/2
DONT MISS OUT ON THIS 3 BDRM GEM JN BEDSTUY***MASSIVE BACKYARD***,,"$3,995",bedford stuyvesyant,2/2
3 bd apartment for rent,,"$2,500",rockaway park,2/2
"Modern, Grandiose Newly Remodeled, Spacious Bronx Apartment",,"$3,900","wakefield, bronx",2/2
"Modern, Impressive Newly Remodeled, Spacious Bronx Apartment",,"$4,400","wakefield, bronx",2/2
"Zoom on over for a look at our great 2 bed, 1 bath! 922 Sq Ft!",,"$2,240",stamford,2/2
Gorgeous 3 Bed 2.5 Bath Apt!! **M Train**,,"$3,200",ridgewood,2/2
Charming Convertible 2 Bedroom - Top Floor Unit,,"$3,000",financial district,2/2
Spacious Convertible 1BR with High-End Amenities in Prime Location,,"$2,600",financial district,2/2
Beautiful 4 Bed & 2 Bath W/D in unit central air NO FEE,,"$3,600",bushwick,2/2
Brand New Luxury 2 Bed Downtown Brooklyn Stunning Views!! NO FEE !!,,"$5,995",prospect heights / brooklyn heights / downtown,2/2
Spacious 3 bedroom Duplex in Bushwick! NO FEE,,"$3,450",bushwick,2/2
Brand New Luxury 1 Bed Downtown Brooklyn Stunning Views!! NO FEE !!,,"$4,070",prospect heights / brooklyn heights / downtown,2/2
MASSIVE 3 BEDROOM 1 BATH** LAUNDRY IN UNIT**NO FEE,,"$2,799",flatbush,2/2
Gorgeous Brand new Full Service Building! NO FEE + Months Free !,,"$3,250",prospect heights / brooklyn heights / downtown,2/2
"Apartment by owner (Bridgeport, CT)",,"$1,500",bridgeport,2/2
2 Bed 2 Bath Duplex + Private roofdeck!!! No fre,,"$2,900",crownheights,2/2
Brand New Luxury 1 Bed Downtown Brooklyn Stunning Views!! NO FEE !!,,"$3,625",downtown brooklyn / brooklyn heights / boerum hill,2/2
"VERY LARGE 2 BEDROOM, 2 FULL BATHROOM DUPLEX, Location!",,"$4,100",williamsburg,2/2
Gorgeous Brand New Luxury 2 Bed 2 Bath Downtown BK !! NO FEE !!,,"$5,564",downtown brooklyn / brooklyn heights / boerum hill,2/2
3 Bedroom in Prime Bushwick! Feb 1st or asap move in!,,"$3,500",brooklyn,2/2
River View! ~ 1/4 mile to Train/Village~,,"$2,195",hastings on hudson,2/2
RENT STABILIZED 2bed Nostr. & Linden PLG!! great deal,,"$2,400",brooklyn,2/2
"Different views, different sizes, and different prices we have it all!",,"$1,975",stamford,2/2
Gorgeous renovated 2 br / 1 ba apt in Great Crown Heights Location!,,"$3,234",crown heights,2/2
Gorgeous newly renovated 2 br / 2 ba apt in Prime Crown Heights!,,"$3,247",crown heights,2/2
Renovated 3-bedroom apt on quiet tree lined block! Great Location!,,"$3,644",south slope / park slope,2/2
